PAD_DS_CGPIO20,268435496
PAD_DS_CGPIO21,268435498
PAD_DS_CGPIO22,268435500
PAD_DS_SGPIO0,268435552
PAD_DS_SGPIO1,268435554
PAD_DS_SGPIO2,268435556
PAD_DS_SGPIO3,268435558
PAD_DS_SGPIO4,268435560
PAD_DS_SGPIO5,268435562
PAD_DS_SGPIO6,268435564
PAD_DS_SGPIO7,268435566
PAD_DS_SGPIO8,268435568
PAD_DS_SGPIO9,268435570
PAD_DS_SGPIO10,268435572
PAD_DS_SGPIO11,268435574
PAD_DS_SGPIO12,268435576
PAD_DS_PGPIO0,268435584
PAD_DS_PGPIO1,268435586
PAD_DS_PGPIO2,268435588
PAD_DS_PGPIO3,268435590
PAD_DS_PGPIO4,268435592
PAD_DS_PGPIO5,268435594
PAD_DS_PGPIO6,268435596
PAD_DS_PGPIO7,268435598
PAD_DS_PGPIO8,268435600
PAD_DS_PGPIO9,268435602
PAD_DS_PGPIO10,268435604
PAD_DS_PGPIO11,268435606
PAD_DS_PGPIO12,268435608
PAD_DS_PGPIO13,268435610
PAD_DS_PGPIO14,268435612
PAD_DS_PGPIO15,268435614
PAD_DS_PGPIO16,268435616
PAD_DS_PGPIO17,268435618
PAD_DS_PGPIO18,268435620
PAD_DS_PGPIO19,268435622
PAD_DS_PGPIO20,268435624
PAD_DS_PGPIO21,268435626
PAD_DS_PGPIO22,268435628
PAD_DS_PGPIO23,268435630
PAD_DS_PGPIO24,268435632
,
PAD_DS_LGPIO0,268435680
PAD_DS_LGPIO1,268435682
PAD_DS_LGPIO2,268435684
PAD_DS_LGPIO3,268435686
PAD_DS_LGPIO4,268435688
PAD_DS_LGPIO5,268435690
PAD_DS_LGPIO6,268435692
PAD_DS_LGPIO7,268435694
PAD_DS_LGPIO8,268435696
PAD_DS_LGPIO9,268435698
PAD_DS_DGPIO0,268435744
PAD_DS_DGPIO1,268435746
PAD_DS_DGPIO2,268435748
PAD_DS_DGPIO3,268435750
PAD_DS_DGPIO4,268435752
PAD_DS_DGPIO5,268435754
PAD_DS_DGPIO6,268435756
PAD_DS_DGPIO7,268435758
PAD_DS_DGPIO8,268435760
PAD_DS_DGPIO9,268435762
PAD_DS_DGPIO10,268435764
PAD_DS_HSIGPIO0,320
PAD_DS_HSIGPIO1,322
PAD_DS_HSIGPIO2,324
PAD_DS_HSIGPIO3,326
PAD_DS_HSIGPIO4,328
PAD_DS_HSIGPIO5,330
PAD_DS_HSIGPIO6,332
PAD_DS_HSIGPIO7,334
PAD_DS_HSIGPIO8,336
PAD_DS_HSIGPIO9,338
PAD_DS_HSIGPIO10,268435796
PAD_DS_HSIGPIO11,268435798
PAD_DS_AGPIO0,268435808
PAD_DS_AGPIO1,268435810
PAD_DS_AGPIO2,268435812
PAD_DS_DSIGPIO0,268435840
PAD_DS_DSIGPIO1,268435842
PAD_DS_DSIGPIO2,268435844
PAD_DS_DSIGPIO3,268435846
PAD_DS_DSIGPIO4,268435848
PAD_DS_DSIGPIO5,268435850
PAD_DS_DSIGPIO6,268435852
PAD_DS_DSIGPIO7,268435854
PAD_DS_DSIGPIO8,268435856
PAD_DS_DSIGPIO9,268435858
PAD_DS_DSIGPIO10,268435860
PAD_DS_MAX,268435860
,
PAD_POWERID_MC0,0
PAD_POWERID_MC1,1
PAD_POWERID_ADC,2
PAD_POWERID_CSI,4
,
PAD_3P3V,0
PAD_AVDD,0
PAD_1P8V,1
PAD_PAD_VAD,1
,
PAD_VAD_2P9V,0
PAD_VAD_3P0V,1
PAD_VAD_3P1V,3
PAD_VAD_2P4V,100
PAD_VAD_2P5V,101
PAD_VAD_2P6V,103
